87046528,0,108,15,150,0,0,0,19,137,0,0,1000,30,0
85372576,1507096,115,16,160,0,0,0,3,200,0,0,1000,10,0
40707168,29335,108,16,160,14,518,0,6,315,4,1500,600,511,2
37147552,187146,108,19,190,0,0,0,1,111,0,0,1000,30,0
23825632,3735630,406,14,140,0,0,0,2,200,0,0,1000,20,0
60127936,10011,114,18,180,20,198,0,3,200,2,333,600,10,1
30220832,1892762,489,15,150,1,83,0,1,55,0,333,1000,20,0
83043232,0,115,6,60,0,0,0,5,58,0,0,1000,10,2
81308288,9999,114,16,160,9,89,0,1,125,1,250,500,10,1
93264128,2192983,108,13,130,30,731,0,6,206,3,1500,666,511,0
42133632,426845,373,15,150,0,0,0,2,222,0,0,1000,20,0
34584032,0,107,10,100,0,0,0,2,400,0,2000,1000,30,2
34569024,0,113,5,50,3,75,0,1,55,0,111,1000,10,1
82080096,263576,108,4,40,0,0,0,4,56,0,0,1000,30,2
55767680,6095490,254,14,140,4,40,0,3,333,0,0,1000,20,0
61790496,10137,2985,77,770,0,0,0,77,785,0,25666,1000,54,2
16560448,2431380,422,7,70,0,0,0,2,105,0,0,1000,20,2
34465632,341844,107,21,210,0,0,0,2,285,0,0,1000,30,0
51483456,85444,107,18,180,0,0,0,2,285,0,0,1000,30,0
46305056,0,103,54,540,0,0,0,116,423,0,23200,1000,52,2
38934208,437493,108,16,160,0,0,0,1,111,0,0,1000,30,0
53645216,0,114,11,110,7,259,0,4,266,3,444,571,10,1
64198144,0,1839,62,620,0,0,0,5,277,0,2500,1000,54,2
49343776,842518,108,15,150,10,769,0,5,416,3,1666,625,511,0
29334912,10013,114,12,120,3,100,0,5,294,2,555,714,10,1
51001696,7667596,114,10,100,0,0,0,2,181,0,0,1000,10,2
10099104,0,118,12,120,5,131,0,3,176,0,500,1000,20,1
90663232,269985,114,18,180,14,166,0,2,250,2,666,500,10,1
92175424,0,114,17,170,16,160,0,3,428,2,750,600,10,1
37571712,6312856,650,21,210,0,0,0,2,333,0,0,1000,20,0
45313344,698509,108,16,160,0,0,0,2,333,0,0,1000,30,0
44666080,0,107,14,140,3,30,0,2,125,0,0,1000,30,0
97640480,0,1271,62,620,0,0,0,3,214,0,0,1000,54,2
52229152,0,108,12,120,0,0,0,1,90,0,0,1000,30,2
80571712,0,114,17,170,16,160,0,5,238,3,555,625,10,1
86449792,0,108,9,90,0,0,0,5,73,0,0,1000,511,0
4510912,0,115,48,1000,0,0,0,48,1000,0,0,1000,10,0
87735360,9775,2170,62,620,0,0,0,39,795,0,19500,1000,54,2
79130688,9737,1266,79,790,0,0,0,6,461,0,0,1000,54,2
78045312,9999,114,12,120,10,99,0,2,111,2,222,500,10,1
36376640,4276947,164,19,190,11,110,0,4,333,2,666,666,20,1
41884768,0,114,16,160,11,139,0,1,200,0,500,1000,10,1
65063200,200030,165,21,210,20,200,0,4,266,1,666,800,20,1
58923328,0,306,19,190,0,0,0,2,285,0,0,1000,20,0
51125600,19545,108,9,90,0,0,0,1,111,0,0,1000,30,2
11599296,1359083,115,18,180,0,0,0,2,200,0,0,1000,10,0
15546464,15831642,118,19,190,16,160,0,1,200,0,500,1000,20,1
85519520,0,2568,50,500,0,0,0,50,862,0,0,1000,54,2
40066720,3198757,207,18,180,0,0,0,1,333,0,0,1000,20,0
41361088,933508,315,11,110,4,97,0,3,166,1,600,750,20,0
42048800,205092,115,22,220,0,0,0,2,333,0,0,1000,10,0
62916576,0,115,4,40,0,0,0,8,54,0,0,1000,10,2
42691040,312573,108,17,170,0,0,0,2,333,0,0,1000,30,0
8680928,15072,115,18,180,0,0,0,2,400,0,0,1000,10,0
33210592,849597,302,9,90,0,0,0,2,166,0,0,1000,20,0
11755072,0,548,25,250,0,0,0,29,261,0,0,1000,20,2
14670656,10013,114,12,120,9,116,0,1,200,1,250,500,10,1
78420896,10001,118,19,190,21,210,0,2,133,1,400,666,20,1
37032000,15008115,114,18,180,0,0,0,1,83,0,0,1000,10,0
73874560,0,103,60,600,0,0,0,145,439,0,29000,1000,52,2
59908256,19996,114,21,210,19,190,0,4,200,2,800,666,10,1
65302720,0,108,1,10,0,0,0,1,4,0,0,1000,30,2
55770880,4360492,251,19,190,0,0,0,2,181,0,0,1000,20,0
56449664,9975,118,18,180,10,100,0,2,285,1,666,666,20,1
58264352,0,108,2,20,0,0,0,1,14,0,500,1000,30,2
80399552,0,1025,79,790,0,0,0,27,794,0,0,1000,54,2
56369632,0,114,15,150,15,150,0,1,333,0,1000,1000,10,1
35213504,1561298,108,18,180,22,275,0,4,400,2,2000,666,511,0
48288192,9994,114,23,230,16,158,0,1,333,1,333,500,10,1
15659968,0,108,18,180,0,0,0,20,152,0,0,1000,30,0
72900544,0,103,12,120,0,0,0,18,126,0,0,1000,52,2
4535968,9789,527,19,190,0,0,0,5,178,0,0,1000,20,0
2934144,1706838,624,8,80,45,450,0,2,250,0,0,1000,20,0
46197248,1093709,108,5,50,0,0,0,2,181,0,0,1000,30,0
13152064,0,118,20,200,17,170,0,1,500,0,1000,1000,20,1
83666272,6481442,604,16,160,0,0,0,2,166,0,0,1000,20,0
77787232,329992,113,17,170,5,108,0,1,200,1,200,500,10,1
61903776,0,107,5,50,0,0,0,1,55,0,250,1000,30,2
7719968,9994,115,15,150,0,0,0,2,200,0,0,1000,10,0
52025728,4820051,115,10,454,0,0,0,2,222,0,0,1000,10,0
97751584,1344130,225,16,160,0,0,0,3,200,0,0,1000,20,0
55028192,884606,115,14,140,3,30,0,2,90,0,400,1000,10,0
73766304,30012,118,11,110,13,130,0,2,333,1,500,666,20,1
33005920,0,107,8,80,0,0,0,1,111,0,0,1000,30,2
29579232,0,114,7,70,4,285,0,5,294,3,500,625,10,1
27396608,0,104,13,130,10,151,0,6,90,3,2000,666,52,0
20939264,1065084,108,20,200,0,0,0,2,200,0,0,1000,30,0
31732192,0,108,16,160,0,0,0,1,250,0,0,1000,30,0
73655072,0,108,6,60,0,0,0,3,76,0,0,1000,30,2
49678080,39994,114,18,180,12,184,0,1,111,0,166,1000,10,1
47556704,1709952,3362,18,180,0,0,0,2,200,0,0,1000,50,0
84575904,6499142,425,16,160,0,0,0,3,200,0,0,1000,20,0
32345024,7157680,108,32,320,35,376,0,5,416,3,1666,625,511,0
89103776,2167582,648,18,180,0,0,0,3,200,0,0,1000,20,0
32315072,10134954,115,17,170,0,0,0,3,200,0,0,1000,10,0
44678912,0,1351,52,520,45,450,0,22,916,2,11000,916,54,0
63655200,0,118,10,100,9,90,0,1,200,0,333,1000,20,1
83182656,1451780,386,19,190,0,0,0,3,230,0,0,1000,20,0
36183840,210008,113,28,280,17,170,0,4,210,1,571,800,10,1
73451776,15907990,107,18,180,0,0,0,3,428,0,0,1000,30,0
1431776,0,165,4,40,0,0,0,1,111,0,200,1000,20,1
39052256,63416,336,20,200,0,0,0,3,500,0,0,1000,20,0
47387392,797119,107,17,170,0,0,0,3,230,0,0,1000,30,0
46056384,0,107,8,80,0,0,0,1,111,0,0,1000,30,2
4955616,0,115,22,1000,0,0,0,22,1000,0,0,1000,10,0
44638496,946867,108,15,150,0,0,0,2,200,0,0,1000,30,0
31873248,866858,108,20,200,0,0,0,1,125,0,0,1000,30,0
64912064,0,108,8,80,0,0,0,1,90,0,0,1000,30,2
76348160,9223785,289,15,150,0,0,0,2,133,0,0,1000,20,0
77238048,1797966,441,19,190,0,0,0,3,230,0,0,1000,20,0
34831968,20172,115,18,180,0,0,0,3,214,0,0,1000,10,0
67742304,3869249,115,16,160,5,73,0,2,285,0,0,1000,10,0
6518944,1331489,282,16,160,0,0,0,3,230,0,0,1000,20,0
18155520,29981,151,97,1000,0,0,0,97,1000,0,0,1000,20,0
48714176,9815,108,12,120,6,461,0,1,90,0,0,1000,30,0
80302016,0,2580,79,790,0,0,0,26,787,0,0,1000,54,2
66844288,9770,103,61,610,0,0,0,127,444,0,25400,1000,52,2
48391200,3277890,176,16,160,0,0,0,2,166,0,0,1000,20,0
47264672,80602,108,14,140,0,0,0,1,142,0,0,1000,30,0
90233888,4748525,108,19,190,0,0,0,2,222,0,0,1000,30,0
56549440,21041834,114,17,170,14,140,0,4,500,1,1333,800,10,1
18373856,1992111,598,8,205,0,0,0,3,250,0,0,1000,20,0
32345024,1708834,115,8,80,3,32,0,2,181,0,666,1000,10,0
31564032,9760,104,43,430,0,0,0,84,449,0,28000,1000,52,2
25318752,0,114,22,220,15,205,0,1,333,0,1000,1000,10,1
47764192,9495081,177,17,170,0,0,0,1,100,0,0,1000,20,0
18091456,1572210,107,16,160,4,40,0,2,222,0,0,1000,30,0
44679968,0,1355,24,240,0,0,0,24,533,0,0,1000,54,2
81047904,3493945,115,16,160,0,0,0,2,222,0,0,1000,10,0
55980896,0,290,11,110,5,86,0,3,230,1,1000,750,20,0
56003680,14923384,114,17,170,0,0,0,3,200,0,0,1000,10,0
23638816,49908,114,100,1000,0,0,0,109,1000,0,0,1000,10,0
69854464,6207873,107,15,150,0,0,0,2,285,0,0,1000,30,0
4266592,10001,114,17,170,13,130,0,2,200,0,400,1000,10,1
30480704,0,1105,76,760,0,0,0,45,703,0,45000,1000,54,2
99035232,1737079,621,57,570,45,450,0,1,125,0,0,1000,20,0
89957888,6469500,397,15,150,0,0,0,2,166,0,0,1000,20,0
7554368,9989,117,16,160,15,150,0,1,142,0,333,1000,20,1
55897184,3298711,298,20,200,0,0,0,3,230,0,0,1000,20,0
16965408,12212038,108,10,100,4,40,0,1,111,0,0,1000,30,0
18777120,10114874,115,11,110,45,450,0,1,166,0,0,1000,10,0
84412416,0,104,12,120,8,727,0,6,333,4,1500,600,52,0
76842752,7472,114,14,140,15,148,0,1,100,1,250,500,10,1
68685952,0,115,17,170,0,0,0,2,153,0,0,1000,10,0
30352768,947263,108,17,170,0,0,0,2,200,0,0,1000,30,0
24645600,1485083,115,19,190,0,0,0,3,272,0,0,1000,10,0
34713728,0,114,17,170,14,140,0,4,333,1,1000,800,10,1
19348608,9891624,527,15,150,4,40,0,2,125,0,0,1000,20,0
56397376,20115,115,26,1000,0,0,0,26,1000,0,0,1000,10,0
43163424,0,108,16,160,15,150,0,5,357,4,1250,555,30,2
32296928,0,626,16,160,0,0,0,3,200,0,0,1000,20,0
60277312,0,355,8,80,1,21,0,3,200,0,0,1000,20,0
48150432,9760,487,2,35,0,0,0,1,26,0,0,1000,20,2
32441472,1718697,115,8,80,0,0,0,2,166,0,666,1000,10,0
30238304,10021524,108,16,160,0,0,0,3,272,0,0,1000,30,0
43233120,3301947,155,17,170,0,0,0,3,230,0,0,1000,20,0
62667840,3386988,115,18,180,0,0,0,3,230,0,0,1000,10,0
76591584,1441845,4670,18,180,0,0,0,4,333,0,0,1000,50,0
98215520,9823133,184,18,180,0,0,0,3,200,0,0,1000,20,0
94819936,0,530,11,110,0,0,0,18,125,0,0,1000,20,0
6588256,9591,108,7,70,0,0,0,4,86,0,0,1000,30,2
74450304,658895,5241,19,190,0,0,0,4,285,0,0,1000,50,0
75980192,0,115,18,180,0,0,0,7,225,0,0,1000,10,0
19807872,9722263,115,16,160,4,40,0,2,333,0,0,1000,10,0
54990816,0,108,9,90,0,0,0,1,125,0,0,1000,30,2
24192512,9765,108,7,70,0,0,0,2,95,0,0,1000,30,2
98451008,2213878,115,12,120,0,0,0,2,333,0,0,1000,10,2
62647968,9779,108,14,140,0,0,0,2,181,0,0,1000,30,0
34079712,0,108,16,160,1,55,0,3,272,0,750,1000,511,0
49015904,7192175,138,10,100,0,0,0,2,153,0,0,1000,20,2
80518944,0,107,3,30,0,0,0,3,50,0,0,1000,30,2
22408672,30002,114,24,240,16,219,0,6,352,2,1200,750,10,1
93429696,9797585,410,19,190,0,0,0,3,200,0,0,1000,20,0
8829728,10011,115,18,180,0,0,0,3,214,0,0,1000,10,0
73315968,1489641,656,15,150,0,0,0,3,230,0,0,1000,20,0
58604352,5222754,115,17,170,0,0,0,3,166,0,0,1000,10,0
2635328,2874307,108,19,190,0,0,0,3,375,0,0,1000,30,0
5905568,0,115,19,190,0,0,0,3,230,0,0,1000,10,0
56824416,30210,115,4,1000,0,0,0,4,1000,0,0,1000,10,0
40511616,9813,108,15,150,14,138,0,6,333,4,1500,600,511,2
80028448,0,115,13,130,0,0,0,6,109,0,0,1000,10,0
98197120,3431103,416,16,160,0,0,0,2,142,0,0,1000,20,0
37743200,0,118,20,200,17,170,0,2,200,1,400,666,20,1
46561152,844483,107,16,160,0,0,0,2,200,0,0,1000,30,0
30100640,0,202,3,30,1,250,0,9,54,0,3000,1000,20,0
96260224,0,113,16,160,10,100,0,2,500,0,2000,1000,10,1
10099104,0,118,11,110,5,131,0,2,133,0,333,1000,20,1
5378848,4933938,211,14,140,0,0,0,2,142,0,0,1000,20,0
99011936,3437011,108,21,210,0,0,0,3,375,0,0,1000,30,0
21582912,0,117,15,150,11,110,0,3,333,1,1000,750,20,1
71269824,95725,115,16,160,0,0,0,2,222,0,0,1000,10,0
78157760,0,377,9,1000,0,0,0,9,1000,0,0,1000,20,0
14652672,781185,108,40,400,38,400,0,4,400,2,2000,666,511,0
39641664,957367,106,18,180,0,0,0,1,100,0,0,1000,30,0
94461408,0,114,20,200,0,0,0,6,240,0,0,1000,10,0
50276576,9779,108,38,380,42,424,0,7,368,2,3500,777,511,0
19837120,4371857,252,13,130,2,31,0,1,100,0,200,1000,20,0
72676224,0,2168,12,120,0,0,0,12,102,0,0,1000,54,2
71798048,1477816,114,18,180,0,0,0,3,200,0,0,1000,10,0
53230848,9989,104,18,180,0,0,0,2,133,0,0,1000,30,0
6204992,15141549,115,18,180,0,0,0,2,125,0,0,1000,10,0
42541376,772407,115,17,170,0,0,0,2,181,0,0,1000,10,0
64322432,0,107,9,90,0,0,0,5,69,0,0,1000,30,2
15955296,0,165,13,130,13,130,0,3,300,0,1000,1000,20,1
42788608,322296,108,16,160,0,0,0,2,400,0,0,1000,30,0
43568960,9782,103,59,590,0,0,0,51,629,0,0,1000,52,2
47451072,4223763,108,12,120,7,777,0,9,128,3,3000,750,511,0
51140608,0,108,18,180,0,0,0,2,181,0,0,1000,30,0
41569408,0,114,18,180,9,243,0,8,275,3,888,727,10,1
89979136,388207,115,16,160,0,0,0,2,181,0,0,1000,10,0
45218304,1035106,107,17,170,0,0,0,2,181,0,0,1000,30,0
63689376,10153758,376,14,140,0,0,0,1,125,0,0,1000,20,0
44568480,0,108,13,130,43,430,0,3,200,0,0,1000,30,0
46226336,0,6240,32,320,0,0,0,32,780,0,0,1000,54,2
43554368,0,105,6,60,0,0,0,1,55,0,250,1000,30,2
53784000,0,108,12,120,4,40,0,2,142,0,0,1000,30,0
53242432,85003,663,15,150,0,0,0,2,142,0,0,1000,20,0
49049696,0,5690,63,630,0,0,0,11,550,0,5500,1000,54,2
19807872,9731998,115,16,160,4,40,0,2,285,0,0,1000,10,0
61819968,78167,114,15,150,1,76,0,2,333,0,0,1000,10,0
61130976,0,108,17,170,0,0,0,13,151,0,0,1000,30,0
85564704,2288455,582,12,120,3,85,0,2,142,0,1000,1000,20,0
12714656,0,4868,13,130,0,0,0,13,481,0,6500,1000,54,2
50885920,427563,108,18,180,0,0,0,3,272,0,0,1000,30,0
72480864,0,3314,7,70,0,0,0,7,62,0,0,1000,54,2
40643392,9179105,108,21,210,0,0,0,4,235,0,0,1000,30,0
33911264,9710,2580,26,260,0,0,0,26,764,0,0,1000,54,2
47834912,10004,113,19,190,10,100,0,5,217,1,1000,833,10,1
48363520,3291804,197,20,200,0,0,0,2,400,0,0,1000,20,0
89466144,0,115,17,170,0,0,0,1,200,0,0,1000,10,0
17514560,9999,164,10,100,13,141,0,1,66,0,142,1000,20,1
5608096,0,114,18,180,31,306,0,3,333,3,600,500,10,1
1857600,15087,115,18,180,0,0,0,4,285,0,0,1000,10,0
64742368,0,115,8,235,0,0,0,8,235,0,0,1000,10,0
51601408,15041,295,18,180,0,0,0,1,250,0,0,1000,20,0
59753024,9994,118,14,140,13,130,0,2,125,1,285,666,20,1
4180064,3869080,108,12,120,45,450,0,2,181,0,400,1000,30,0
46511712,48825,108,5,50,0,0,0,2,200,0,666,1000,30,2
45433920,0,164,14,140,7,152,0,3,272,2,500,600,20,1
15254112,4142911,115,13,130,1,83,0,3,187,0,0,1000,10,0
4310784,0,426,19,190,0,0,0,2,250,0,0,1000,20,0
21788224,18668017,453,17,170,0,0,0,4,235,0,0,1000,20,0
78817312,3043041,530,17,170,0,0,0,3,214,0,0,1000,20,0
57899168,186047,107,17,170,0,0,0,2,181,0,0,1000,30,0
45665376,6489632,108,30,300,29,725,0,5,333,3,1000,625,511,0
60277952,79977,115,33,330,0,0,0,2,333,0,0,1000,10,0
48764864,9115409,107,19,190,0,0,0,3,500,0,0,1000,30,0
81478752,0,114,20,200,18,180,0,3,250,1,750,750,10,1
98167264,1748037,115,41,410,42,424,0,7,538,3,2333,700,10,0
67555840,0,107,10,100,0,0,0,10,111,0,0,1000,30,2
48330624,1863846,663,17,170,2,29,0,2,222,0,0,1000,20,0
36222944,1058578,108,19,190,0,0,0,2,250,0,0,1000,30,0
37926912,720484,108,18,180,0,0,0,2,285,0,0,1000,30,0
38887200,180594,108,15,150,0,0,0,1,83,0,0,1000,30,0
34551072,167388,107,16,160,0,0,0,2,285,0,0,1000,30,0
55385600,205078,429,9,90,5,50,0,2,285,0,0,1000,20,0
14370240,3534429,108,20,200,21,272,0,6,352,3,2000,666,511,0
7086272,3128654,108,16,160,0,0,0,1,111,0,0,1000,30,0
34030784,116124,107,18,180,0,0,0,2,285,0,0,1000,30,0
41256224,400333,108,8,258,0,0,0,2,285,0,0,1000,30,0
41164576,0,104,27,270,0,0,0,24,421,0,24000,1000,52,2
30059968,0,1273,90,900,0,0,0,90,900,0,0,1000,54,2
87863808,40061,114,17,170,12,146,0,2,117,1,333,666,10,1
13966688,0,163,11,110,5,50,0,1,90,0,200,1000,20,0
43556608,6301643,582,19,190,0,0,0,3,214,0,0,1000,20,0
50144064,0,7891,77,770,0,0,0,30,810,0,15000,1000,54,2
47039808,0,114,10,100,16,160,0,1,111,0,333,1000,10,1
27938784,0,570,100,1000,0,0,0,119,1000,0,0,1000,20,0
69542624,0,107,7,106,0,0,0,7,106,0,0,1000,30,2
91850368,9847755,509,16,160,0,0,0,3,187,0,0,1000,20,0
3127776,0,108,9,90,0,0,0,3,62,0,0,1000,30,2
54948000,19540,108,6,133,0,0,0,1,125,0,0,1000,30,2
71280512,0,114,20,200,0,0,0,2,400,0,0,1000,10,0
47363008,0,107,7,70,0,0,0,1,100,0,0,1000,30,2
54466048,919935,115,2,76,0,0,0,2,166,0,0,1000,10,0
27269120,0,164,3,30,2,181,0,3,157,2,333,600,20,1
1207200,2226440,115,9,90,0,0,0,3,272,0,0,1000,10,2
56953408,7633152,107,17,170,0,0,0,2,200,0,0,1000,30,0
41648128,0,1758,73,730,45,450,0,39,750,0,0,1000,54,0
18815840,1273877,2062,12,120,0,0,0,2,117,0,0,1000,50,2
21212544,0,659,9,90,0,0,0,7,93,0,0,1000,20,0
42282656,156238,114,21,210,0,0,0,2,153,0,0,1000,10,0
74567392,611722,5240,16,160,0,0,0,3,250,0,0,1000,50,0
48647520,5129518,115,16,160,0,0,0,3,187,0,0,1000,10,0
75798656,0,112,12,120,13,130,0,3,250,1,600,750,10,1
92690624,3485486,294,20,200,0,0,0,1,166,0,0,1000,20,0
53618016,1267290,108,21,210,25,304,0,4,363,3,1333,571,511,0
56592320,675086,124,18,180,0,0,0,3,230,0,0,1000,20,0
10380032,0,2170,50,500,0,0,0,39,672,0,9750,1000,54,2
45454752,0,108,27,270,17,739,0,5,384,2,2500,714,511,0
37161888,9608,2867,8,80,0,0,0,3,130,0,0,1000,50,2
80652032,1655483,115,17,170,0,0,0,3,250,0,0,1000,10,0
40672480,1307611,108,18,180,0,0,0,1,100,0,0,1000,30,0
28415648,10008,118,18,180,8,177,0,4,235,2,500,666,20,1
57950560,9765,2985,20,200,0,0,0,20,465,0,3333,1000,54,2
93498464,10001,165,12,120,10,100,0,1,125,0,250,1000,20,1
61081248,3420646,590,16,160,0,0,0,2,333,0,0,1000,20,0
21624896,12215101,115,5,50,0,0,0,2,133,0,0,1000,10,2
31584320,6724395,115,18,180,0,0,0,2,133,0,0,1000,10,0
56053024,7947356,108,18,180,0,0,0,3,375,0,0,1000,30,0
85988256,13414974,289,16,160,0,0,0,2,166,0,0,1000,20,0
12606240,0,115,11,110,5,277,0,6,545,5,1200,545,10,2
27663488,2136955,115,8,80,0,0,0,2,166,0,666,1000,10,0
46447296,0,113,13,130,7,170,0,5,277,2,555,714,10,1
66746432,10037,114,12,126,5,227,0,4,266,3,400,571,10,1
32281792,1154882,107,2,20,0,0,0,2,285,0,0,1000,30,0
97106656,0,114,13,130,18,178,0,2,111,1,333,666,10,1
77658080,3749892,346,53,530,45,450,0,30,714,1,30000,967,20,0
53591264,645232,108,16,160,0,0,0,2,166,0,0,1000,30,0
55025152,7238128,108,21,210,17,226,0,4,363,2,2000,666,511,0
27612672,15111005,183,16,160,0,0,0,4,235,0,0,1000,20,0
10861984,0,104,42,420,0,0,0,42,471,0,14000,1000,52,2
10965856,0,5689,51,510,0,0,0,47,712,0,11750,1000,54,2
92941760,5221831,128,12,120,3,88,0,2,181,0,666,1000,20,0
46050240,0,117,16,160,14,162,0,2,133,1,222,666,20,1
53520416,1286802,108,18,180,25,301,0,4,307,3,1333,571,511,0
93992320,5069918,115,19,190,0,0,0,3,250,0,0,1000,10,0
44373024,0,107,15,150,45,450,0,3,230,0,0,1000,30,0
11107200,5027642,475,15,150,0,0,0,1,142,0,0,1000,20,0
21899072,0,117,7,70,7,84,0,2,111,0,333,1000,20,1
30651232,0,114,18,180,9,155,0,2,200,1,500,666,10,1
97573760,3266835,107,19,190,0,0,0,2,333,0,0,1000,30,0
64517888,0,104,19,190,0,0,0,19,243,0,0,1000,52,2
3569120,369901,115,68,680,0,0,0,3,272,0,0,1000,10,0
50567040,0,108,16,160,0,0,0,2,285,0,0,1000,30,0
70696448,28924,422,17,170,0,0,0,3,230,0,0,1000,20,0
90677152,9737,108,13,130,0,0,0,8,115,0,0,1000,30,0
29164352,0,106,8,80,0,0,0,4,68,0,0,1000,30,2
87241568,0,114,20,200,15,150,0,1,250,0,1000,1000,10,1
42205984,5112292,115,17,170,0,0,0,3,187,0,0,1000,10,0
36812864,9996,113,12,120,19,188,0,3,333,2,1000,600,10,1
49636384,7501151,108,21,210,45,789,0,4,266,3,1000,571,511,0
40140096,48878,108,16,160,0,0,0,3,500,0,0,1000,30,0
22651936,0,114,13,130,16,160,0,1,58,0,142,1000,10,1
62267008,0,2250,91,910,0,0,0,77,939,0,0,1000,54,2
42756096,125656,108,19,190,0,0,0,2,200,0,0,1000,30,0
17556896,0,114,16,160,12,120,0,4,235,1,444,800,10,1
31812128,87857,115,5,50,0,0,0,3,43,0,0,1000,10,2
49632384,703184,115,14,140,0,0,0,3,176,0,0,1000,10,0
17611360,9770,108,2,333,0,0,0,2,333,0,0,1000,30,0
191008,0,114,17,170,17,170,0,6,315,1,857,857,10,1
60764256,58331,1236,7,70,0,0,0,7,81,0,7000,1000,50,2
47545152,29997,118,14,140,9,90,0,2,333,0,666,1000,20,1
66540224,0,777,78,780,0,0,0,49,907,0,24500,1000,54,2
70556608,0,108,3,30,0,0,0,1,100,0,333,1000,30,2
